,Year,StateAbbr,CountyFIPS,LocationName,DataSource,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID
79545,2019,TX,48201,48201350602,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.5,13.1,16.0,8714,POINT (-95.17736233 29.53770759),48201350602
79568,2019,TX,48201,48201412600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.5,8.8,12.9,3737,POINT (-95.4444969 29.71486076),48201412600
79608,2019,TX,48201,48201220500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,49.0,45.4,52.5,4288,POINT (-95.3814777 29.83625629),48201220500
79610,2019,TX,48187,48187210505,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.7,26.4,33.1,4949,POINT (-97.89925597 29.81281543),48187210505
79633,2019,TX,48201,48201341501,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.9,12.5,15.5,6449,POINT (-95.04069703 29.57722538),48201341501
79663,2019,TX,48201,48201251503,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.6,10.7,15.0,2264,POINT (-95.18510876 30.07360294),48201251503
79687,2019,TX,48201,48201320500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.3,25.7,33.1,4618,POINT (-95.24534509 29.69875536),48201320500
79710,2019,TX,48201,48201422401,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.9,29.5,34.3,3910,POINT (-95.50483729 29.66139391),48201422401
79722,2019,TX,48201,48201254600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.7,25.6,31.8,4067,POINT (-95.00186111 29.71813944),48201254600
79726,2019,TX,48201,48201230100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.6,28.6,34.9,1705,POINT (-95.33003997 29.81400964),48201230100
79762,2019,TX,48201,48201333500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.9,30.2,37.7,6433,POINT (-95.28299036 29.66508425),48201333500
79793,2019,TX,48201,48201310300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.8,22.6,29.0,4774,POINT (-95.33597634 29.73645307),48201310300
79840,2019,TX,48201,48201311000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,40.9,36.6,45.4,7111,POINT (-95.29814623 29.74515557),48201311000
79882,2019,TX,48201,48201321700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.6,20.4,27.1,3049,POINT (-95.23563041 29.67800249),48201321700
79896,2019,TX,48201,48201334001,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.7,22.9,26.9,3178,POINT (-95.22623903 29.6155526),48201334001
79906,2019,TX,48201,48201240901,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.9,19.5,22.5,8671,POINT (-95.31764748 30.01958518),48201240901
79946,2019,TX,48201,48201341400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.7,11.3,14.5,5156,POINT (-95.06365216 29.58840305),48201341400
79959,2019,TX,48201,48201340201,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.8,12.4,15.5,1653,POINT (-95.16020705 29.60948179),48201340201
79966,2019,TX,48191,48191950500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.4,29.2,33.6,3353,POINT (-100.6811195 34.53078999),48191950500
79974,2019,TX,48201,48201342002,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.1,13.3,17.0,3413,POINT (-95.15270684 29.63916755),48201342002
80033,2019,TX,48201,48201253400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.5,23.6,31.7,724,POINT (-95.01409096 29.75456917),48201253400
80091,2019,TX,48201,48201230800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.8,36.3,43.8,2805,POINT (-95.29372172 29.83983369),48201230800
80141,2019,TX,48201,48201313100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,9.7,8.8,10.9,3356,POINT (-95.38990434 29.71082441),48201313100
80207,2019,TX,48201,48201341301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.0,16.3,19.9,4864,POINT (-95.090296 29.56871656),48201341301
80218,2019,TX,48201,48201221800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,42.4,37.7,47.1,4285,POINT (-95.36110985 29.8824461),48201221800
80242,2019,TX,48201,48201332300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,38.0,35.4,40.9,2918,POINT (-95.32348142 29.66654929),48201332300
80253,2019,TX,48201,48201410500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.3,8.9,12.3,4209,POINT (-95.38873614 29.74910066),48201410500
80275,2019,TX,48201,48201431201,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.1,13.2,17.1,4058,POINT (-95.51599623 29.74038112),48201431201
80287,2019,TX,48201,48201251100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.1,13.8,18.5,7400,POINT (-95.23547292 30.03505227),48201251100
80288,2019,TX,48201,48201421600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.9,31.0,40.5,7014,POINT (-95.48450427 29.70164183),48201421600
80301,2019,TX,48201,48201220300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.2,30.1,38.3,4509,POINT (-95.36576521 29.82423192),48201220300
80337,2019,TX,48201,48201233702,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.9,33.8,41.9,3000,POINT (-95.23795339 29.74756917),48201233702
80352,2019,TX,48201,48201331400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,42.9,38.3,47.7,2520,POINT (-95.36238997 29.65266868),48201331400
80355,2019,TX,48201,48201432002,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.9,22.4,30.0,4734,POINT (-95.49549914 29.73465715),48201432002
80358,2019,TX,48201,48201333201,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.3,27.6,33.0,4998,POINT (-95.26999483 29.66942441),48201333201
80399,2019,TX,48201,48201330301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.4,21.1,27.8,7169,POINT (-95.47203647 29.6362123),48201330301
80427,2019,TX,48201,48201410401,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,9.4,8.3,10.7,3807,POINT (-95.40640265 29.74751012),48201410401
80434,2019,TX,48201,48201341201,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.4,19.9,23.1,3974,POINT (-95.11038454 29.52673044),48201341201
80526,2019,TX,48201,48201450100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.0,10.3,14.1,1756,POINT (-95.5669542 29.77720895),48201450100
80532,2019,TX,48201,48201431101,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.2,13.7,16.6,3303,POINT (-95.53569622 29.74421302),48201431101
80615,2019,TX,48201,48201432200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.7,16.2,21.4,4043,POINT (-95.53015576 29.73297685),48201432200
80676,2019,TX,48201,48201331800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.8,33.6,40.4,3682,POINT (-95.34543632 29.65267042),48201331800
80711,2019,TX,48201,48201341800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.7,17.0,20.7,1843,POINT (-95.02555663 29.63100298),48201341800
80730,2019,TX,48201,48201222900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.3,31.1,38.0,7848,POINT (-95.34481273 29.91435304),48201222900
80783,2019,TX,48187,48187210604,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.4,15.5,17.3,7557,POINT (-98.17529406 29.61285369),48187210604
80793,2019,TX,48201,48201232000,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.6,30.9,36.3,4050,POINT (-95.27041977 29.90428654),48201232000
80799,2019,TX,48201,48201420900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.4,8.9,12.7,6231,POINT (-95.47016766 29.69716213),48201420900
80815,2019,TX,48189,48189950200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.8,28.6,35.2,4415,POINT (-101.7171654 34.2120011),48189950200
80816,2019,TX,48201,48201253600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.3,25.0,29.8,5002,POINT (-94.99104014 29.76148209),48201253600
80822,2019,TX,48201,48201211900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,43.0,38.2,47.5,5225,POINT (-95.29955808 29.78381266),48201211900
80852,2019,TX,48201,48201311300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.7,31.7,39.9,5242,POINT (-95.29458408 29.70973309),48201311300
80865,2019,TX,48199,48199030800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,25.3,23.3,27.5,4706,POINT (-94.21178106 30.3514136),48199030800
80867,2019,TX,48201,48201253900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.9,20.5,25.2,4416,POINT (-94.9346069 29.75096291),48201253900
80898,2019,TX,48201,48201413201,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.4,10.1,13.3,2626,POINT (-95.4247656 29.70100478),48201413201
80926,2019,TX,48201,48201331100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.3,34.1,40.6,3843,POINT (-95.36912973 29.67497792),48201331100
80959,2019,TX,48201,48201222200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.9,35.1,40.9,3726,POINT (-95.32368299 29.8939825),48201222200
81049,2019,TX,48201,48201342200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.5,20.7,24.4,4217,POINT (-95.14646846 29.6718983),48201342200
81062,2019,TX,48201,48201322100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.4,30.5,36.2,4101,POINT (-95.21043142 29.69006336),48201322100
81077,2019,TX,48201,48201233001,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.5,22.9,26.3,3133,POINT (-95.18257172 29.79715771),48201233001
81081,2019,TX,48201,48201250302,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.0,14.9,17.3,9742,POINT (-95.20924597 29.97156147),48201250302
81088,2019,TX,48201,48201253700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.6,19.6,23.8,5227,POINT (-94.97091259 29.76361922),48201253700
81093,2019,TX,48201,48201410200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,7.5,6.6,9.0,4202,POINT (-95.39207123 29.75740135),48201410200
81118,2019,TX,48201,48201321500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.1,30.8,37.7,2985,POINT (-95.21187578 29.66502159),48201321500
81158,2019,TX,48201,48201232200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.2,13.7,16.9,9437,POINT (-95.25869148 29.92555508),48201232200
81226,2019,TX,48187,48187210708,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.9,13.4,16.5,6396,POINT (-98.25166859 29.57472498),48187210708
81243,2019,TX,48201,48201423500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.2,16.9,21.5,1927,POINT (-95.54117589 29.65099899),48201423500
81250,2019,TX,48201,48201332800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,40.4,36.0,44.7,4617,POINT (-95.30744456 29.69160366),48201332800
81322,2019,TX,48201,48201252200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.4,20.8,24.1,7944,POINT (-95.15007203 29.83764482),48201252200
81360,2019,TX,48201,48201250100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.3,19.2,21.5,7865,POINT (-95.26447807 29.96517967),48201250100
81377,2019,TX,48201,48201241300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.9,13.8,16.1,10947,POINT (-95.42167358 30.06761392),48201241300
81384,2019,TX,48201,48201250701,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.3,15.9,19.0,5373,POINT (-95.22304692 30.01238615),48201250701
81388,2019,TX,48201,48201341600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.2,15.2,19.4,5463,POINT (-95.01472082 29.59220459),48201341600
81422,2019,TX,48201,48201211400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.7,28.3,35.2,3690,POINT (-95.32817965 29.76586922),48201211400
81442,2019,TX,48201,48201330500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.5,27.8,33.5,4121,POINT (-95.43059441 29.62370332),48201330500
81462,2019,TX,48201,48201252600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.8,28.6,34.8,7552,POINT (-95.10479659 29.82702564),48201252600
81463,2019,TX,48201,48201250800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.2,11.3,15.4,8129,POINT (-95.15858581 30.01743188),48201250800
81475,2019,TX,48201,48201330100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.7,21.3,26.2,8313,POINT (-95.42044631 29.63490594),48201330100
81514,2019,TX,48201,48201431900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.1,8.9,11.7,3786,POINT (-95.46428555 29.73454668),48201431900
81526,2019,TX,48201,48201313900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.5,10.6,12.6,4495,POINT (-95.38389793 29.69196189),48201313900
81587,2019,TX,48201,48201241400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.2,14.6,18.0,7931,POINT (-95.40061008 30.08406818),48201241400
81590,2019,TX,48201,48201430100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.2,11.9,17.2,5749,POINT (-95.46761649 29.77622759),48201430100
81599,2019,TX,48201,48201342800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.7,11.7,15.7,8854,POINT (-95.10147418 29.69347783),48201342800
81656,2019,TX,48201,48201421403,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.6,31.6,41.7,4363,POINT (-95.48899192 29.70912118),48201421403
81692,2019,TX,48201,48201432500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.1,23.8,28.6,5529,POINT (-95.52986236 29.7246028),48201432500
81725,2019,TX,48201,48201321200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.3,32.5,38.3,4284,POINT (-95.20139814 29.63657234),48201321200
81800,2019,TX,48201,48201233102,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.6,35.0,44.3,6676,POINT (-95.16374299 29.78002816),48201233102
81806,2019,TX,48189,48189950400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.4,20.8,26.0,4792,POINT (-101.7281934 34.18588789),48189950400
81919,2019,TX,48193,48193950300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.8,23.2,30.7,3449,POINT (-98.11359531 31.70891666),48193950300
81923,2019,TX,48201,48201350200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.9,21.4,24.5,8405,POINT (-95.23247082 29.5951005),48201350200
81931,2019,TX,48201,48201322800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.4,27.0,33.7,6414,POINT (-95.18114275 29.70612403),48201322800
82025,2019,TX,48201,48201423402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.0,18.4,23.8,4207,POINT (-95.52965949 29.64858984),48201423402
82034,2019,TX,48201,48201231300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,30.6,27.8,33.1,4254,POINT (-95.2716696 29.85767797),48201231300
82077,2019,TX,48189,48189950700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.6,26.5,31.1,3063,POINT (-101.9337556 34.07337141),48189950700
82085,2019,TX,48201,48201412100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,9.2,8.5,9.9,2328,POINT (-95.40272739 29.71723086),48201412100
82172,2019,TX,48201,48201420600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.1,12.3,16.2,2232,POINT (-95.47021692 29.66106309),48201420600
82203,2019,TX,48201,48201421101,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.4,19.3,25.9,3729,POINT (-95.47002436 29.72230433),48201421101
82278,2019,TX,48201,48201411100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.7,9.2,13.1,3450,POINT (-95.41409804 29.75039853),48201411100
82327,2019,TX,48201,48201220100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.7,34.3,40.9,2097,POINT (-95.34353147 29.81515204),48201220100
82334,2019,TX,48201,48201430500,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.0,10.4,13.9,2557,POINT (-95.51971107 29.77971658),48201430500
82391,2019,TX,48201,48201221100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,43.3,38.6,48.0,3598,POINT (-95.3562461 29.85987028),48201221100
82438,2019,TX,48201,48201222503,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.7,34.7,44.1,6614,POINT (-95.40408183 29.92059213),48201222503
82439,2019,TX,48201,48201333800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.2,25.3,31.5,9228,POINT (-95.28379932 29.61220496),48201333800
82448,2019,TX,48187,48187210507,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.0,16.6,19.5,4920,POINT (-98.04010162 29.67135246),48187210507
82463,2019,TX,48201,48201211200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.0,35.7,42.3,2831,POINT (-95.32038374 29.79816248),48201211200
82487,2019,TX,48201,48201542302,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.2,16.4,20.2,6459,POINT (-95.74168483 29.81075741),48201542302
82512,2019,TX,48201,48201520300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,28.7,25.1,32.4,5126,POINT (-95.47649856 29.79871727),48201520300
82527,2019,TX,48203,48203020302,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,31.8,29.8,33.9,3505,POINT (-94.35106922 32.59688805),48203020302
82528,2019,TX,48225,48225950400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,41.6,38.8,44.4,3138,POINT (-95.45668742 31.30746219),48225950400
82534,2019,TX,48203,48203020301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.0,16.0,20.3,4439,POINT (-94.31788088 32.52911878),48203020301
82596,2019,TX,48215,48215023102,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,39.2,36.7,42.0,7385,POINT (-97.88654183 26.19030437),48215023102
82605,2019,TX,48201,48201453300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,37.1,33.7,40.5,2965,POINT (-95.56517998 29.66421396),48201453300
82653,2019,TX,48201,48201550900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.0,23.3,28.6,8741,POINT (-95.48923429 29.9571871),48201550900
82708,2019,TX,48227,48227950600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.6,17.9,21.5,4141,POINT (-101.4365046 32.25450402),48227950600
82729,2019,TX,48213,48213951200,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,32.3,29.6,35.0,6234,POINT (-95.87543916 32.20149506),48213951200
82760,2019,TX,48215,48215020204,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.0,29.4,36.6,7836,POINT (-98.33473936 26.23619696),48215020204
82772,2019,TX,48201,48201552301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.0,14.0,18.0,3961,POINT (-95.61856094 29.95613566),48201552301
82773,2019,TX,48201,48201541203,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.1,11.1,15.8,2682,POINT (-95.64905538 29.8888561),48201541203
82805,2019,TX,48215,48215022402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.6,25.0,30.4,6084,POINT (-98.00419602 26.20391433),48215022402
82808,2019,TX,48201,48201531600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.2,15.5,19.2,2823,POINT (-95.4542768 29.83782831),48201531600
82820,2019,TX,48201,48201454900,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.0,11.4,14.7,10460,POINT (-95.73843959 29.75053403),48201454900
82824,2019,TX,48201,48201511400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.2,13.1,17.7,3001,POINT (-95.38313102 29.79577281),48201511400
82828,2019,TX,48201,48201554402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.4,10.7,14.5,12826,POINT (-95.68193171 29.9918421),48201554402
82934,2019,TX,48215,48215020301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,19.7,17.5,22.0,9984,POINT (-98.28758734 26.22507507),48215020301
82955,2019,TX,48227,48227950400,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.8,25.4,30.2,3343,POINT (-101.4935435 32.24054023),48227950400
82982,2019,TX,48201,48201531100,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.9,11.0,15.2,2854,POINT (-95.43777101 29.82487686),48201531100
82983,2019,TX,48215,48215022502,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,34.8,30.1,39.5,5715,POINT (-97.97282111 26.17130616),48215022502
83015,2019,TX,48201,48201450700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.1,8.9,11.9,6461,POINT (-95.58354686 29.76680824),48201450700
83022,2019,TX,48201,48201552103,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.2,16.5,19.8,2954,POINT (-95.62481953 29.93825309),48201552103
83031,2019,TX,48203,48203020402,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,29.2,26.6,32.1,5264,POINT (-94.41946414 32.51457976),48203020402
83035,2019,TX,48231,48231961300,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.9,20.1,23.6,6325,POINT (-96.15163977 33.06632719),48231961300
83062,2019,TX,48201,48201555301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.2,11.0,15.8,960,POINT (-95.51490885 30.12147692),48201555301
83069,2019,TX,48201,48201510700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,7.5,6.7,8.7,3511,POINT (-95.40389806 29.76583751),48201510700
83078,2019,TX,48201,48201554301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.4,12.0,15.0,7331,POINT (-95.59372738 29.9889995),48201554301
83117,2019,TX,48215,48215024111,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.2,32.7,37.6,5373,POINT (-98.2924968 26.33686287),48215024111
83163,2019,TX,48221,48221160301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.8,17.2,20.5,5440,POINT (-97.87814255 32.33936203),48221160301
83176,2019,TX,48209,48209010702,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.7,17.1,20.4,2991,POINT (-97.94639192 29.96465874),48209010702
83180,2019,TX,48201,48201522301,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,27.0,23.5,30.5,4126,POINT (-95.52690107 29.79022594),48201522301
83212,2019,TX,48201,48201540502,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,18.7,16.3,21.3,5248,POINT (-95.63240405 29.84599592),48201540502
83227,2019,TX,48231,48231960600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.2,18.3,22.6,3877,POINT (-95.90546694 33.23896029),48231960600
83246,2019,TX,48215,48215020721,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,24.2,21.5,27.0,7864,POINT (-98.25572195 26.24236821),48215020721
83266,2019,TX,48221,48221160205,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.6,20.7,26.9,6658,POINT (-97.73904085 32.37253063),48221160205
83317,2019,TX,48233,48233950700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,35.4,32.5,38.4,1821,POINT (-101.3832473 35.67327523),48233950700
83358,2019,TX,48201,48201551703,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,16.2,14.3,18.2,7692,POINT (-95.56265451 29.91603505),48201551703
83397,2019,TX,48201,48201554101,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,13.4,11.5,15.6,1245,POINT (-95.54941443 30.02276095),48201554101
83404,2019,TX,48201,48201451401,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,15.2,13.7,16.9,3330,POINT (-95.61239628 29.75037436),48201451401
83516,2019,TX,48209,48209010907,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,26.6,23.9,29.2,10854,POINT (-97.77805599 30.01255107),48209010907
83523,2019,TX,48215,48215023700,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,41.5,38.2,44.9,5125,POINT (-98.13985336 26.29429509),48215023700
83542,2019,TX,48201,48201540800,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.3,20.0,24.5,7883,POINT (-95.60399346 29.89166769),48201540800
83546,2019,TX,48201,48201530600,BRFSS,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,36.4,33.4,39.4,3612,POINT (-95.40519725 29.83130315),48201530600
